frame,id,x1,y1,x2,y2,confidence,class_id
761,6,560.919677734375,592.0537109375,755.3240356445312,719.1695556640625,1.0,29
762,6,556.404052734375,597.1323852539062,750.7474365234375,720.9548950195312,1.0,29
763,6,557.353271484375,599.1434326171875,749.9328002929688,719.3505249023438,1.0,29
764,6,547.8460693359375,596.8922729492188,745.639892578125,721.9805908203125,1.0,29
-1,6,547.8460693359375,596.8922729492188,745.639892578125,721.9805908203125,1.0,29
-1,6,547.8460693359375,596.8922729492188,745.639892578125,721.9805908203125,1.0,29
767,6,541.5689086914062,607.8900756835938,735.0425415039062,728.6056518554688,1.0,29
-1,6,541.5689086914062,607.8900756835938,735.0425415039062,728.6056518554688,1.0,29
769,6,535.1541137695312,606.3348999023438,729.27099609375,734.66845703125,1.0,29
770,6,535.0076293945312,607.4345092773438,727.22900390625,739.8268432617188,1.0,29
771,6,535.9193725585938,610.4458618164062,725.166748046875,739.2076416015625,1.0,29
772,6,530.7784423828125,608.4224853515625,723.2596435546875,742.355712890625,1.0,29
773,6,525.2545776367188,605.8798828125,720.4808959960938,742.7396850585938,1.0,29
774,6,524.584716796875,611.7796020507812,721.0625610351562,745.6673583984375,1.0,29
775,6,519.1680908203125,611.3091430664062,713.9571533203125,746.73583984375,1.0,29
776,6,516.8047485351562,615.1729125976562,712.9019165039062,748.7670288085938,1.0,29
-1,6,516.8047485351562,615.1729125976562,712.9019165039062,748.7670288085938,1.0,29
-1,6,516.8047485351562,615.1729125976562,712.9019165039062,748.7670288085938,1.0,29
-1,6,516.8047485351562,615.1729125976562,712.9019165039062,748.7670288085938,1.0,29
780,6,498.6797790527344,615.4964599609375,699.12109375,759.7728881835938,1.0,29
781,6,493.8589782714844,618.0173950195312,693.6749877929688,760.956298828125,1.0,29
782,6,487.8834533691406,623.7606811523438,686.15234375,764.7837524414062,1.0,29
783,6,486.26275634765625,618.4892578125,687.59033203125,765.258544921875,1.0,29
784,6,486.4105224609375,614.089111328125,683.5091552734375,766.876708984375,1.0,29
785,6,489.3877258300781,618.3945922851562,684.5969848632812,764.6471557617188,1.0,29
786,6,493.5325012207031,618.2418823242188,685.7026977539062,766.716064453125,1.0,29
-1,6,493.5325012207031,618.2418823242188,685.7026977539062,766.716064453125,1.0,29
-1,6,493.5325012207031,618.2418823242188,685.7026977539062,766.716064453125,1.0,29
789,6,483.3022155761719,624.3018188476562,672.876708984375,768.486572265625,1.0,29
-1,6,483.3022155761719,624.3018188476562,672.876708984375,768.486572265625,1.0,29
